-33.96832327197414	-32.104537071850416
-33.61054588774137	-27.09564711369616
-36.11498757737072	-22.086757155541903
-41.48164834086218	-17.435645051541513
-41.83942572509494	-10.280087968463988
-41.83942572509494	-0.6200859063093418
-38.2616518827673	1.526581218613913
-32.89499111927584	10.828805426614679
-28.243885124249914	14.04880611399956
-23.235001744991223	19.773251780461578
-16.43723144456871	24.424363884461968
-8.20835160721515	33.01103238415499
-0.3372491540943372	36.231033071539855
3.598302072466055	41.239923029694125
2.52496991976777	44.10214586292514
2.1671925355350083	45.533257279540635
