-27.68921652068974	-13.10993990511247
-20.013307759912635	-8.419005879120988
-14.043156501530447	-9.271902974755804
-12.337398999135544	-4.580968948764308
-13.190277750332996	-2.448726209677261
-12.337398999135544	2.6686563641316354
-9.352323369944443	6.0802447466709
-5.514368989555891	5.227347651036084
-3.808611487160988	-2.875174757494676
-0.39709648237116824	-5.007417496581709
1.3086610200237487	-5.007417496581709
-2.102853984766071	-13.10993990511247
-2.102853984766071	-20.786013765825828
-8.073005243148259	-21.21246231364323
-17.881110881919	-21.638910861460644
